date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:33	2864/2864	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-b30%22	https://www.vitthalsales.netlify.app/static/main/img/close.png	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/close.png	(from https://www.vitthalsales.netlify.app/)
10:15:33	77431/77431	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-12e77%22	https://www.vitthalsales.netlify.app/static/main/img/01.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/01.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:34	103658/103658	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-194ea%22	https://www.vitthalsales.netlify.app/static/main/img/02.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/02.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:34	104153/104153	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-196d9%22	https://www.vitthalsales.netlify.app/static/main/img/03.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/03.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:34	34797/34797	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:33%20GMT	https://www.vitthalsales.netlify.app/about-us/	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/about-us/index.html	(from https://www.vitthalsales.netlify.app/)
10:15:34	71382/71382	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-116d6%22	https://www.vitthalsales.netlify.app/static/main/img/04.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/04.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:34	132705/132705	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-20661%22	https://www.vitthalsales.netlify.app/static/main/img/05.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/05.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:35	19582/19582	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:34%20GMT	https://www.vitthalsales.netlify.app/contact-us/	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/contact-us/index.html	(from https://www.vitthalsales.netlify.app/)
10:15:36	85578/85578	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-14e4a%22	https://code.jquery.com/jquery-2.2.4.min.js	C:/My%20Web%20Sites/vitthal%20sales/code.jquery.com/jquery-2.2.4.min.js	(from https://www.vitthalsales.netlify.app/)
10:15:37	29469/29469	---M--	200	added ('OK')	application/javascript	etag:%22629aa1d5-731d%22	https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/jquery.nivo.slider.js	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/jquery.nivo.slider.js	(from https://www.vitthalsales.netlify.app/)
10:15:38	1862192/1862192	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-1c6a30%22	https://www.vitthalsales.netlify.app/static/main/img/06.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/06.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:38	93694/93694	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-16dfe%22	https://www.vitthalsales.netlify.app/static/main/img/paints.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/paints.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:38	62053/62053	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-f265%22	https://www.vitthalsales.netlify.app/static/main/img/sanitary-ware.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/sanitary-ware.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:38	186959/186959	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-2da4f%22	https://www.vitthalsales.netlify.app/static/main/img/bathroom-accessories.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/bathroom-accessories.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:39	131369/131369	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-20129%22	https://www.vitthalsales.netlify.app/static/main/img/electric-appliances.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/electric-appliances.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:39	201413/201413	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-312c5%22	https://www.vitthalsales.netlify.app/static/main/img/hardware.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/hardware.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:39	161637/161637	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-27765%22	https://www.vitthalsales.netlify.app/static/main/img/plumbing.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/plumbing.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:40	30303/30303	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:38%20GMT	https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based.html	(from https://www.vitthalsales.netlify.app/)
10:15:40	40674/40674	---M--	200	added ('OK')	image/jpeg	etag:%2260d1c982-9ee2%22	https://www.vitthalsales.netlify.app/images/SmartCare_Tile_Grout_-_Epoxy_Based.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/SmartCare_Tile_Grout_-_Epoxy_Based.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:40	30211/30211	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:39%20GMT	https://www.vitthalsales.netlify.app/product/smartcare-epoxy-triblock	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/smartcare-epoxy-triblock.html	(from https://www.vitthalsales.netlify.app/)
10:15:40	47524/47524	---M--	200	added ('OK')	image/jpeg	etag:%2260d1c975-b9a4%22	https://www.vitthalsales.netlify.app/images/SmartCare_Epoxy_TriBlock.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/SmartCare_Epoxy_TriBlock.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:40	30475/30475	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:39%20GMT	https://www.vitthalsales.netlify.app/product/smartcare-damp-proof	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/smartcare-damp-proof.html	(from https://www.vitthalsales.netlify.app/)
10:15:41	54013/54013	---M--	200	added ('OK')	image/jpeg	etag:%2260d1c95c-d2fd%22	https://www.vitthalsales.netlify.app/images/Smartcare_damp_proof.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/Smartcare_damp_proof.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:41	30577/30577	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:40%20GMT	https://www.vitthalsales.netlify.app/product/smartcare-tile-adhesive	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/smartcare-tile-adhesive.html	(from https://www.vitthalsales.netlify.app/)
10:15:41	61299/61299	---M--	200	added ('OK')	image/jpeg	etag:%2260d1c94a-ef73%22	https://www.vitthalsales.netlify.app/images/Smartcare_Tile_Adhesive_for_Normal_Application.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/Smartcare_Tile_Adhesive_for_Normal_Application.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:41	30419/30419	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:40%20GMT	https://www.vitthalsales.netlify.app/product/smartcare-tile-adhesive-for-tile-on-tile-application	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/smartcare-tile-adhesive-for-tile-on-tile-application.html	(from https://www.vitthalsales.netlify.app/)
10:15:42	55846/55846	---M--	200	added ('OK')	image/jpeg	etag:%2260d1c93c-da26%22	https://www.vitthalsales.netlify.app/images/SmartCare_Tile_Adhesive_for_Tile-on-Tile_Application.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/SmartCare_Tile_Adhesive_for_Tile-on-Tile_Application.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:42	29723/29723	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:41%20GMT	https://www.vitthalsales.netlify.app/product/soap-dish	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/soap-dish.html	(from https://www.vitthalsales.netlify.app/)
10:15:42	36471/36471	---M--	200	added ('OK')	image/jpeg	etag:%2260d1759f-8e77%22	https://www.vitthalsales.netlify.app/images/A_05.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/A_05.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:42	29995/29995	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:41%20GMT	https://www.vitthalsales.netlify.app/product/ladder	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ladder.html	(from https://www.vitthalsales.netlify.app/)
10:15:42	4591/4591	---M--	200	added ('OK')	image/jpeg	etag:%2260d17695-11ef%22	https://www.vitthalsales.netlify.app/images/H_03.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/H_03.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:43	29854/29854	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:41%20GMT	https://www.vitthalsales.netlify.app/product/plywood-cutter	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/plywood-cutter.html	(from https://www.vitthalsales.netlify.app/)
10:15:43	8252/8252	---M--	200	added ('OK')	image/jpeg	etag:%2260d17925-203c%22	https://www.vitthalsales.netlify.app/images/E_05.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/E_05.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:43	26250/26250	---M--	200	added ('OK')	image/jpeg	etag:%22629aa1d5-668a%22	https://www.vitthalsales.netlify.app/static/main/img/trending-bg.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/trending-bg.jpg	(from https://www.vitthalsales.netlify.app/)
10:15:43	1002/1002	---M--	200	added ('OK')	application/javascript	etag:%22629aa1d5-3ea%22	https://www.vitthalsales.netlify.app/static/main/js/script.js	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/js/script.js	(from https://www.vitthalsales.netlify.app/)
10:15:44	78748/78748	---MCZ	200	added ('OK')	application/javascript	etag:W/%221339c-XbTEDbxr09liPumKIGHdJliFzy4%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.1/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/vitthal%20sales/cdn.jsdelivr.net/npm/bootstrap@5.0.1/dist/js/bootstrap.bundle.min.js	(from https://www.vitthalsales.netlify.app/)
10:15:45	288580/288580	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-46744%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.js	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.js	(from https://www.vitthalsales.netlify.app/)
10:15:47	43881/43881	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-ab69%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick.min.js	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick.min.js	(from https://www.vitthalsales.netlify.app/)
10:15:47	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%225eb03fd5-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/ajax-loader.gif	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:47	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.eot	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:47	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.eot?	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:48	1380/1380	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-564%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.woff	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:48	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.ttf	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:49	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fd5-868%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.svg	C:/My%20Web%20Sites/vitthal%20sales/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
10:15:49	1737/1737	---M--	200	added ('OK')	image/gif	etag:%22629aa1d5-6c9%22	https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/loading.gif	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/loading.gif	(from https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/default.css)
10:15:49	1281/1281	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-501%22	https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/bullets.png	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/bullets.png	(from https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/default.css)
10:15:49	824/824	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-338%22	https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/arrows.png	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/arrows.png	(from https://www.vitthalsales.netlify.app/static/main/js/Nivo-Slider-jQuery-master/themes/default/default.css)
10:15:51	26473/26473	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-6769%22	https://www.vitthalsales.netlify.app/static/main/img/Get%20In%20Touch%2001.png	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/Get%20In%20Touch%2001.png	(from https://www.vitthalsales.netlify.app/contact-us/)
10:15:52	30798/30798	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-784e%22	https://www.vitthalsales.netlify.app/static/main/img/Get%20In%20Touch%2002.png	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/Get%20In%20Touch%2002.png	(from https://www.vitthalsales.netlify.app/contact-us/)
10:15:52	6504/6504	---M--	200	added ('OK')	image/jpeg	etag:%2260ce07c9-1968%22	https://www.vitthalsales.netlify.app/images/Ace_sparc.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/Ace_sparc.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:52	30284/30284	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:51%20GMT	https://www.vitthalsales.netlify.app/product/ace-sparc	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ace-sparc.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:53	12681/12681	---M--	200	added ('OK')	image/jpeg	etag:%2260ce07ec-3189%22	https://www.vitthalsales.netlify.app/images/Ace_sparc_advance.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/Ace_sparc_advance.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:53	30328/30328	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:52%20GMT	https://www.vitthalsales.netlify.app/product/ace-sparc-advance	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ace-sparc-advance.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:53	9649/9649	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0810-25b1%22	https://www.vitthalsales.netlify.app/images/ace_exterior_emule.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/ace_exterior_emule.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:53	30301/30301	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:52%20GMT	https://www.vitthalsales.netlify.app/product/ace-exterior-emulsion	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ace-exterior-emulsion.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:53	3021089/3021089	---M--	200	added ('OK')	image/png	etag:%22629aa1d5-2e1921%22	https://www.vitthalsales.netlify.app/static/main/img/logo.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/static/main/img/logo.jpg	(from https://www.vitthalsales.netlify.app/about-us/)
10:15:54	9977/9977	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0ac5-26f9%22	https://www.vitthalsales.netlify.app/images/ace_advance.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/ace_advance.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:54	30166/30166	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:53%20GMT	https://www.vitthalsales.netlify.app/product/ace-advanced	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ace-advanced.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:54	10846/10846	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0aec-2a5e%22	https://www.vitthalsales.netlify.app/images/ace_shyne.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/ace_shyne.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:54	30094/30094	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:53%20GMT	https://www.vitthalsales.netlify.app/product/ace-shyne	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/ace-shyne.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:54	51322/51322	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0bc3-c87a%22	https://www.vitthalsales.netlify.app/images/apex_dust_proof.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/apex_dust_proof.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:55	30445/30445	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:54%20GMT	https://www.vitthalsales.netlify.app/product/apex-dust-proof-emulsion	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/apex-dust-proof-emulsion.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:55	13756/13756	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0c18-35bc%22	https://www.vitthalsales.netlify.app/images/apex_ultimate.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/apex_ultimate.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:55	30334/30334	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:54%20GMT	https://www.vitthalsales.netlify.app/product/apex-ultima	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/apex-ultima.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:55	13453/13453	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0d16-348d%22	https://www.vitthalsales.netlify.app/images/apex_ultima_protek_top_coat.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/apex_ultima_protek_top_coat.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:56	30700/30700	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2004:45:54%20GMT	https://www.vitthalsales.netlify.app/product/apex-ultima-protek-top-coat	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/product/apex-ultima-protek-top-coat.html	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
10:15:56	16280/16280	---M--	200	added ('OK')	image/jpeg	etag:%2260ce0d4b-3f98%22	https://www.vitthalsales.netlify.app/images/apex_ultima_protek_duaralife.jpg	C:/My%20Web%20Sites/vitthal%20sales/www.vitthalsales.netlify.app/images/apex_ultima_protek_duaralife.jpg	(from https://www.vitthalsales.netlify.app/product/smartcare-tile-grout-epoxy-based)
